fitness_avg_sic,expression,depth,length,factor_order_in_model,sym,freq,y_train_ret_period,start_date_train,end_date_train,start_date_test,end_date_test,metric,current_time,fitness_avg_pic_train,fitness_avg_pic_test,fitness_avg_sic_train,fitness_avg_sic_test,fitness_calmar_train,fitness_calmar_test,fitness_sharp_train,fitness_sharp_test,fitness_sharpe_fixed_threshold_train,fitness_sharpe_fixed_threshold_test,fitness_sharpe_std_threshold_train,fitness_sharpe_std_threshold_test,fitness_max_dd_train,fitness_max_dd_test,fitness_avg_mdd_train,fitness_avg_mdd_test,fitness_max_ic_train,fitness_max_ic_test,max_ic_train_check,given_ic_test
,"ta_trima_8(TA_BOP(ta_beta_5(mul(ts_prod_17(ts_min_20(ta_dema_8(div(trend_slope_168, trend_slope_168)))), ts_lag_8(obv_lr_slope_20)), TS_CORR_40(ta_dx_25(c_ta_tsf_5, trend_slope_72, donchian_pos_200), ta_willr_25(h_ta_lr_angle_10, h_ta_lr_angle_10, v_trix_8_obv))), ts_argmax_10(ts_prod_3(ts_argmax_20(v_trix_8_obv))), c_ta_tsf_5, ta_ema_21(ts_rank_5(ts_wma_55(vol_ccy)))))",8,30,alpha_71,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ta_tsf_20(TA_BOP(v_trix_8_obv, ta_rocr_25(ta_trix_8(up_ratio_24)), trades, ts_skew_10(ta_lr_intercept_10(trend_slope_24))))",4,10,alpha_72,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ta_minus_di_25(ts_delta_3(h), ta_dema_8(div(trend_slope_168, trend_slope_168)), ta_dema_21(vol))",3,9,alpha_73,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.0834025466747896,-0.9628797092520774,-0.6527929431027546,-4.561554154497207,3.0379813569512475,,-1.4259565624500716,,-20.67694754529677,-1.5950298268474573e-23,-4.135389509059354,-4.59352582987208e-24,0.00690251,,0.00690251,
,"ts_sum_17(tanh(ta_lr_slope_10(ta_beta_20(ori_trix_21, ori_trix_21))))",4,6,alpha_74,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.5280448260283815,inf,1.7577637202105545,,1.1470187952636,,1.1149138676135069,,-45.91907144058737,0.0,-9.183814288117476,0.0,-0.00159749,,-0.00159749,
,tanh(o),1,2,alpha_75,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_range_10(TA_BOP(v_trix_8_obv, ta_rocr_25(ta_dema_21(ts_sma_8(ta_rsi_24(ta_dx_14(vol_ccy, donchian_pos_200, trend_slope_72))))), trades, ts_skew_10(ta_lr_intercept_10(trend_slope_24))))",7,15,alpha_76,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ta_dema_21(ts_sma_8(ta_rsi_24(ta_dx_14(vol_ccy, donchian_pos_200, trend_slope_72))))",4,7,alpha_77,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.035361413635829,inf,-0.1876137224247135,,1.8350954729921076,,1.9022366395371744,,-62.44927455877722,0.0,-12.489854911755444,0.0,0.00060251,,0.00060251,
,"ta_trima_8(TA_BOP(ta_beta_5(mul(ts_skew_20(trend_slope_24), ts_lag_8(obv_lr_slope_20)), TS_CORR_40(ta_dx_25(c_ta_tsf_5, trend_slope_72, donchian_pos_200), ta_willr_25(h_ta_lr_angle_10, h_ta_lr_angle_10, v_trix_8_obv))), ts_argmax_10(ts_prod_3(ts_wma_21(TA_SAR(c, ori_trix_8)))), c_ta_tsf_5, ta_ema_21(ts_rank_5(ts_wma_55(vol_ccy)))))",6,28,alpha_78,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ta_lr_slope_10(ta_trima_8(ta_dema_21(ts_sma_8(ta_rsi_24(ta_dx_14(vol_ccy, donchian_pos_200, trend_slope_72))))))",6,9,alpha_79,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.0478861206895374,inf,0.1501370287579627,,0.5753614854722238,,0.0859176530675879,,-37.02383720363285,0.0,-7.40476744072657,0.0,0.00940251,,0.00940251,
,"ts_range_20(ta_rocp_14(ta_beta_5(ts_range_20(tanh(c)), ta_trix_21(close_macd))))",5,8,alpha_80,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ta_lr_intercept_20(ta_lr_angle_10(ts_prod_3(TA_BOP(vol_ccy, trend_slope_168, c_ta_tsf_5, trend_slope_168))))",4,8,alpha_81,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_lag_17(TA_SAR(obv_lr_slope_20, o))",2,4,alpha_83,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.03992409269217,0.1215503738894541,-0.1925512148913089,0.1657037236231251,-0.179573294746376,-1.9956066070106704,0.5177688906333845,0.5828554734151118,-96.6967704058282,-29.99557586550494,-30.2770374474262,-6.822873290249471,-0.00279749,0.02310251,-0.00279749,
,ts_argmin_20(ta_trima_8(tanh(o))),3,4,alpha_85,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.2059947512528176,inf,0.8268124106607949,,-0.2726579550842961,,-1.7514846120614065,,-5.628061769632248,0.0,-1.1256123539264498,0.0,0.0335015,,0.0335015,
,"ta_lr_angle_20(ta_rsi_12(ta_beta_10(trend_slope_24, trend_slope_24)))",3,5,alpha_86,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.2730714728616894,inf,0.6587226388941919,,-0.2020396211219428,,-0.6099968155726188,,-15.695155772582297,0.0,-3.1390311545164593,0.0,0.02630251,,0.02630251,
,"ts_sma_8(ta_rsi_24(ta_dx_14(vol_ccy, donchian_pos_200, trend_slope_72)))",3,6,alpha_87,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.1304844522511361,inf,-0.7527227111739226,,-0.5879414068773648,,-0.822120594754835,,-47.6857155702501,0.0,-9.53714311405002,0.0,-0.00699749,,-0.00699749,
,"ts_range_10(TA_BOP(v_trix_8_obv, ta_rocr_25(ta_trix_8(up_ratio_24)), trades, ts_skew_10(ta_lr_intercept_10(trend_slope_24))))",4,10,alpha_89,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_lag_17(ts_argmax_10(TA_SAR(v_trix_8_obv, trades)))",3,5,alpha_90,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.3012696604542925,inf,0.93173717625867,,-2.3566856656894655,,1.6234586042495989,,-36.04118671825321,0.0,-7.208237343650642,0.0,0.01790251,,0.01790251,
,"ta_dema_8(ta_dx_14(vol_ccy, ori_trix_55, h_ta_lr_angle_10))",2,5,alpha_92,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.0913498111651278,inf,-0.5202323918660378,,-1.2148522239461206,,-0.7067052491625522,,-40.18458518140463,0.0,-8.036917036280926,0.0,0.0034025099999999,,0.0034025099999999,
,ts_kurt_10(tanh(o)),2,3,alpha_93,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.1779563844224496,inf,-1.1200182030220054,,-0.1001820887282873,,0.8781693829843937,,-3.801133600893825,0.0,-0.760226720178765,0.0,-0.0342974899999999,,-0.0342974899999999,
,"ta_trima_8(ta_dema_21(ts_sma_8(ta_rsi_24(ta_dx_14(vol_ccy, donchian_pos_200, trend_slope_72)))))",5,8,alpha_94,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.4710676515443932,inf,1.929033336009651,,0.6797369421308154,,0.6834882790914493,,-62.361990876040466,0.0,-12.472398175208092,0.0,-0.0002974899999999,,-0.0002974899999999,
,"ts_sum_17(tanh(ts_max_5(TA_BOP(vol_ccy, trend_slope_168, c_ta_tsf_5, trend_slope_168))))",4,8,alpha_97,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_argmin_20(ts_wma_21(ta_ema_55(ta_beta_5(donchian_pos_200, donchian_pos_200))))",4,6,alpha_98,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.2734699354270417,inf,-1.367811907755619,,-1.5347027565237632,,-1.0228353756821595,,-78.98031096242073,0.0,-15.796062192484149,0.0,0.01630251,,0.01630251,
,"ta_rocp_14(ts_range_10(ta_beta_10(trend_slope_24, trend_slope_24)))",3,5,alpha_99,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.0103777000291804,inf,0.0305770152305351,,-3.15945908749254,,-2.8205385812031945,,-21.13390473185673,0.0,-4.226780946371346,0.0,0.02060251,,0.02060251,
,"ts_rank_5(TA_SAR(v_trix_8_obv, vol))",2,4,alpha_100,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.0638613815940175,inf,0.2009510564659881,,-1.703770389134362,,1.2948794100772512,,-37.4707855086657,0.0,-7.49415710173314,0.0,0.02220251,,0.02220251,
,"ta_dx_14(ta_trix_55(ts_range_5(elu(ori_trix_21))), ta_beta_20(ta_rsi_24(sub(trend_slope_24, trend_slope_24)), ta_dx_14(TS_CORR_20(trend_slope_24, c_ta_tsf_5), ta_ema_55(donchian_pos_50), ta_lr_slope_10(trades))), ts_rank_5(ta_lr_angle_5(ta_beta_10(trades, ori_trix_55))))",4,23,alpha_101,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,1.8836120976806017,inf,2.84697306248238,,-0.9929422639506248,,,,-6.292428729613926,0.0,-1.2584857459227852,0.0,0.0346015,,0.0346015,
,"ta_rsi_12(ts_mean_return_10(sub(trend_slope_168, trend_slope_168)))",3,5,alpha_102,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.0592480210249475,inf,-0.3623920332012805,,-0.0056845393294541,,-1.2859478087716687,,-76.68717696430812,0.0,-15.337435392861623,0.0,0.02710251,,0.02710251,
,"ta_lr_slope_10(ta_beta_20(ori_trix_21, ori_trix_21))",2,4,alpha_104,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.2732017035091746,inf,-1.636161616358746,,1.3556172313273689,,1.2370143966967562,,-8.237442953471213,0.0,-1.6474885906942425,0.0,-0.00799749,,-0.00799749,
,"ts_argmax_20(ta_mom_25(sqrt(TA_SAR(obv_lr_slope_20, o))))",4,6,alpha_105,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.1673757537300949,2.055683411975654,-0.4235815904741111,3.3773354811480853,0.3847068703248312,1.6112393125094369,-0.218653761071248,1.987981103683902,-54.457703946991046,-45.17978968073925,-27.080214403333706,-10.230700391411624,0.00050251,0.00220251,0.00050251,
,"ts_range_5(ta_dx_14(ta_trix_55(ts_range_5(elu(ori_trix_21))), ta_beta_20(ta_rsi_24(sub(trend_slope_24, trend_slope_24)), ta_dx_14(TS_CORR_20(trend_slope_24, c_ta_tsf_5), ta_ema_55(donchian_pos_50), ta_lr_slope_10(trades))), ts_rank_5(ta_lr_angle_5(ta_beta_10(trades, ori_trix_55)))))",5,24,alpha_106,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.1036696951377844,inf,0.382311032103857,,-0.1599811076159584,,1.5041043064823088,,-11.46117398855262,0.0,-2.292234797710524,0.0,0.03370251,,0.03370251,
,"ta_dema_8(ts_prod_17(ts_min_20(ta_dema_8(div(trend_slope_168, trend_slope_168)))))",5,7,alpha_107,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.1936157911036167,inf,-1.3281611070072326,,-0.3040730423183275,,-0.4486198249636132,,-93.40317299065092,0.0,-18.680634598130183,0.0,0.01820251,,0.01820251,
,"ta_trima_8(TA_BOP(ta_beta_5(mul(ts_skew_20(trend_slope_24), ts_lag_8(obv_lr_slope_20)), TS_CORR_40(ta_dx_25(c_ta_tsf_5, trend_slope_72, donchian_pos_200), ta_willr_25(h_ta_lr_angle_10, h_ta_lr_angle_10, v_trix_8_obv))), ts_argmax_10(ta_lr_angle_20(ta_rsi_12(sub(o_ta_lr_slope_10, c)))), c_ta_tsf_5, ta_ema_21(ts_rank_5(ts_wma_55(vol_ccy)))))",6,28,alpha_108,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_argmin_20(ta_trima_8(ts_wma_21(ta_ema_55(ta_beta_5(donchian_pos_200, donchian_pos_200)))))",5,7,alpha_109,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.2829958968174834,inf,-1.5622241823153051,,0.4405463380066768,,-0.0961340779639638,,-71.83531060547809,0.0,-14.367062121095618,0.0,0.00790251,,0.00790251,
,"neg(TA_SAR(v_trix_8_obv, trades))",2,4,alpha_110,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.0541625932484992,inf,0.3481365269819064,,-0.7372176235295643,,-1.080665823458849,,-13.170155062869515,0.0,-2.634031012573903,0.0,0.03480251,,0.03480251,
,"ta_rsi_12(ta_rsi_12(ts_mean_return_10(sub(trend_slope_168, trend_slope_168))))",4,6,alpha_111,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.0880364705179543,inf,-0.3922407309133232,,1.942629569044067,,1.0833400760781502,,-70.60112239920356,0.0,-14.120224479840711,0.0,-0.0106974899999999,,-0.0106974899999999,
,"ta_minus_di_14(ta_mom_25(ta_minus_dm_14(cos(up_ratio_24), donchian_pos_200)), tanh(trades), h)",4,9,alpha_112,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ta_rocp_14(ts_range_10(ta_ema_55(ta_beta_5(donchian_pos_200, donchian_pos_200))))",4,6,alpha_114,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.0215612945540674,inf,0.0840574680585219,,0.7370340005630607,,-0.7494526755593387,,-39.54035353849579,0.0,-7.908070707699158,0.0,0.0065025099999999,,0.0065025099999999,
,"ta_minus_di_25(ts_sum_17(up_ratio_24), div(ori_ta_macd, ori_ta_macd), ts_skew_10(TS_CORR_40(obv_lr_slope_20, v_trix_8_obv)))",3,10,alpha_115,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ta_rsi_12(ts_mean_return_10(ts_argmax_20(ta_mom_25(sqrt(TA_SAR(obv_lr_slope_20, o))))))",6,8,alpha_117,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.3304467277341795,-0.5167840459815811,-2.1486487106285423,-2.0007611345478864,-2.528796616393574,-0.8233917802695914,-0.472154487377307,-0.6937444605134093,-214.81391207178265,-150.3674371410025,-71.70405912554013,-37.888128776330554,0.04060351,0.01020351,0.04060351,
,ts_sum_17(tanh(tanh(o))),3,4,alpha_118,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ta_rsi_12(ta_beta_20(ori_trix_21, ori_trix_21))",2,4,alpha_119,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.1791600713771303,inf,-1.556542663516155,,0.9867264356367296,,-1.7144592661365194,,-22.504583437261196,0.0,-4.500916687452239,0.0,0.00490251,,0.00490251,
,"ts_range_20(ta_rocp_14(ta_beta_5(ts_range_20(tanh(c)), ts_skew_10(div(trend_slope_168, trend_slope_168)))))",5,10,alpha_121,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ta_tsf_20(ta_minus_di_25(ts_sum_17(up_ratio_24), div(ori_ta_macd, ori_ta_macd), ts_sum_3(vol)))",3,9,alpha_122,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_argmax_20(ta_mom_25(ts_min_20(ta_dema_8(div(trend_slope_168, trend_slope_168)))))",5,7,alpha_123,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.2669456493865675,inf,-2.203746755879647,,-0.7090406371172496,,-2.1657282639209265,,-100.67815850431782,0.0,-20.135631700863563,0.0,0.02650251,,0.02650251,
,"ts_min_20(ta_dema_8(ta_dx_14(vol_ccy, ori_trix_55, h_ta_lr_angle_10)))",3,6,alpha_124,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.0483775445030856,inf,0.1490690754564116,,-1.2160194428831164,,0.5610430952695015,,-37.27693021922167,0.0,-7.455386043844333,0.0,0.01490251,,0.01490251,
,"ta_mom_25(ta_dema_8(ta_dx_14(vol_ccy, ori_trix_55, h_ta_lr_angle_10)))",3,6,alpha_125,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.0019206200011786,inf,0.0058751988686833,,2.2402998661896065,,0.5931469511597189,,-20.213173517030015,0.0,-4.042634703406003,0.0,0.01200251,,0.01200251,
,tanh(trades),1,2,alpha_126,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_sum_17(tanh(ts_argmin_20(ts_wma_21(ta_ema_55(ta_beta_5(donchian_pos_200, donchian_pos_200))))))",6,8,alpha_127,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.125883068417963,inf,-0.7804581471672574,,-0.7979446411361661,,-0.6262204169959746,,-111.76774126595453,0.0,-22.353548253190905,0.0,0.00170251,,0.00170251,
,"ta_minus_di_14(ts_argmax_10(TA_SAR(v_trix_8_obv, trades)), tanh(trades), h)",3,8,alpha_128,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"TA_SAR(obv_lr_slope_20, o)",1,3,alpha_129,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.2092748709966072,6.123493080649269,0.6861994421515211,4.66205343248405,-0.2978873295354028,4.24730853486932,0.8497382802964845,1.695498613422615,-78.66068135957033,-21.66075172727634,-28.18657873944293,-4.332150345455268,-0.00969749,-0.0013985,-0.00969749,
,"ts_std_40(ta_tsf_5(ta_minus_di_25(ta_minus_dm_25(close_macd, h), ta_mfi_14(o, ori_trix_8, donchian_pos_200, v_trix_8_obv), ta_dema_55(o))))",4,13,alpha_131,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"sub(trend_slope_24, trend_slope_24)",1,3,alpha_132,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_max_5(ts_max_20(ts_rank_5(TA_SAR(v_trix_8_obv, vol))))",4,6,alpha_133,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.0721796800185148,inf,-0.2677419079340106,,-0.4940513805821205,,0.6238383640983269,,-51.65978521593884,0.0,-10.331957043187767,0.0,-0.0162974899999999,,-0.0162974899999999,
,"ta_rsi_24(sub(trend_slope_24, trend_slope_24))",2,4,alpha_134,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,ta_ema_21(tanh(o)),2,3,alpha_136,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_std_40(ta_lr_slope_10(ta_beta_20(ori_trix_21, ori_trix_21)))",3,5,alpha_137,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.0850334398839202,inf,-0.3875394641584772,,1.546135562241646,,1.9436971051123877,,-15.827386485972465,0.0,-3.1654772971944927,0.0,0.01120251,,0.01120251,
,"ta_minus_di_14(ts_kurt_10(trades), ta_rsi_12(ts_mean_return_10(sub(trend_slope_168, trend_slope_168))), h)",4,9,alpha_138,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.0450614359049998,inf,0.1953629624154169,,0.7026105999886221,,-0.6236231840922508,,-29.328371873232353,0.0,-5.865674374646471,0.0,0.00270251,,0.00270251,
,"ta_minus_di_14(ta_dx_14(TS_CORR_20(trend_slope_24, c_ta_tsf_5), ta_ema_55(donchian_pos_50), ta_lr_slope_10(trades)), tanh(trades), h)",3,12,alpha_139,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_rank_10(ta_dema_8(ta_dx_14(vol_ccy, ori_trix_55, h_ta_lr_angle_10)))",3,6,alpha_141,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,0.922701646061774,inf,2.2155398005474525,,2.9689552914216275,,0.6842102864831364,,-21.733349980140943,0.0,-4.346669996028188,0.0,0.01170251,,0.01170251,
,"ts_range_20(ta_rocp_14(ta_beta_5(ts_range_20(tanh(c)), ts_skew_10(ta_minus_di_25(ts_sum_17(up_ratio_24), div(ori_ta_macd, ori_ta_macd), ts_sum_3(vol))))))",6,15,alpha_142,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_kurt_10(ta_rocp_14(ts_range_10(ta_beta_10(trend_slope_24, trend_slope_24))))",4,6,alpha_143,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.0360212302244837,inf,-0.1639347844132363,,0.4473891281417789,,2.699580384953846,,-49.88719243829857,0.0,-9.977438487659716,0.0,-0.0156974899999999,,-0.0156974899999999,
,"ts_range_5(ta_dx_14(ta_rsi_12(ori_trix_8), ta_beta_20(ta_rsi_24(sub(trend_slope_24, trend_slope_24)), ta_dx_14(TS_CORR_20(trend_slope_24, c_ta_tsf_5), ta_ema_55(donchian_pos_50), ta_lr_slope_10(trades))), ts_rank_5(ta_lr_angle_5(ta_beta_10(trades, ori_trix_55)))))",5,22,alpha_144,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.1070718521975818,inf,-0.6948721516331323,,-0.8929101427762071,,-0.2858225236263689,,-8.522595271267836,0.0,-1.704519054253567,0.0,0.00280251,,0.00280251,
,"ts_std_40(ta_tsf_5(ta_minus_di_25(ts_wma_21(ori_ta_macd), ta_mfi_14(o, ori_trix_8, donchian_pos_200, v_trix_8_obv), neg(c))))",4,12,alpha_145,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_argmin_20(ta_trima_8(ta_beta_20(ori_trix_21, ori_trix_21)))",3,5,alpha_146,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,-0.1970879621831031,inf,-1.5303136707995122,,-0.5672901703614883,,0.3834106272964524,,-48.17348941539906,0.0,-9.634697883079811,0.0,0.01750251,,0.01750251,
,"ta_trima_8(TA_BOP(ta_beta_5(mul(ts_skew_20(trend_slope_24), ts_lag_8(obv_lr_slope_20)), TS_CORR_40(ta_dx_25(c_ta_tsf_5, trend_slope_72, donchian_pos_200), ta_willr_25(h_ta_lr_angle_10, h_ta_lr_angle_10, v_trix_8_obv))), ts_argmax_10(ts_prod_3(ts_argmax_20(v_trix_8_obv))), c_ta_tsf_5, ta_ema_21(sin(ta_lr_intercept_20(vol_ccy)))))",5,26,alpha_147,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"div(trend_slope_168, trend_slope_168)",1,3,alpha_148,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,1.16893435538647,4.362041028001486,2.8643893622084877,4.561554154497207,,,,,-88.26196466254699,-37.77724504460463,-50.23827691709032,-24.594533052622324,,,,
,tanh(c),1,2,alpha_149,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
,"ts_range_20(ta_rocp_14(ta_beta_5(ts_range_20(tanh(c)), ta_lr_intercept_20(ori_trix_55))))",5,8,alpha_150,ETHUSDT,15m,8,2022-01-01,2025-01-01,2025-01-01,2025-10-01,avg_sic,20251213142331,,,,,inf,inf,,,,,,,0.0,0.0,0.0,0.0,,,,
